Título,Vínculo,Fecha,Contenido
"Vacaciones de Semana Santa, desde hoy hasta  el 7 de abril",https://www.jornada.com.mx/2024/03/25/politica/007n2pol?partner=rss,"Mon, 25 Mar 2024 09:29:10 GMT","La Secretaría de Educación Pública (SEP) informó que este 25 de marzo comienza el periodo vacacional de Semana Santa para 24 millones 109 mil 222 estudiantes y un millón 224 mil 351 docentes de 229 mil 691 escuelas públicas y privadas de prescolar, primaria y secundaria."
Ortiz Tejeda: Nosotros ya no somos los mismos,https://www.jornada.com.mx/2024/03/25/opinion/010o1pol?partner=rss,"Mon, 25 Mar 2024 09:29:10 GMT","Tal vez porque de cuando    en cuando me aletean algunos de los fervores que dominaron mi infancia, y que en temporadas o circunstancias especiales regurgitan o, más bien rumian (rumiar: regurgitación sin causa física, sino por razones mentales o sicológicas), la Cuaresma y sobre todo la Semana Santa las vivo tanto en estado onírico como en situación de vigilia, conjugando mis pensamientos en el pasado pluscuamperfecto."
"Mosaicos a detalle, que con su belleza “confrontan el alma”, en el Cenart",https://www.jornada.com.mx/2024/03/25/cultura/a03n1cul?partner=rss,"Mon, 25 Mar 2024 09:29:10 GMT","La exposición Mosaico: Código itálico de un arte atemporal, en el Centro Nacional de las Artes, logra lo imposible al permitir al espectador apreciar a detalle antiguas obras “que confrontan el alma” a través de la belleza y que sobreviven en lujosas residencias romanas, iglesias bizantinas e incluso sumergidas en el mar, desperdigadas por el territorio del país europeo con forma de bota."
Denuncia Gálvez plan para embarazar urnas en Oaxaca,https://www.jornada.com.mx/2024/03/25/politica/004n2pol?partner=rss,"Mon, 25 Mar 2024 09:29:10 GMT","Oaxaca, Oax., Xóchitl Gálvez, candidata presidencial de la coalición Fuerza y Corazón por México (PAN, PRI y PRD), estuvo de gira ayer por segundo día en el estado de Oaxaca. En entrevista, luego de reunirse con ejidatarios y propietarios de terrenos de parques eólicos en Santo Domingo Tehuantepec, acusó que el sábado se difundieron mensajes, con los que se pretendió que sus simpatizantes no participaran en los eventos que encabezó este fin de semana en el Istmo de Tehuantepec, en los cuales advirtió de posibles actos de violencia."
Rescatan en Nigeria a estudiantes plagiados,https://www.jornada.com.mx/2024/03/25/mundo/021n4mun?partner=rss,"Mon, 25 Mar 2024 09:29:10 GMT","Maiduguri. El ejército nigeriano anunció ayer el rescate de los estudiantes y el personal educativo que fueron secuestrados por hombres armados en una escuela en el norte del país a principios de mes, días antes de una fecha límite fijada para pagar un rescate de 690 mil dólares. El secuestro de 287 estudiantes el 7 de marzo en Kuriga, una polvorienta ciudad del estado noroccidental de Kaduna, fue el primer plagio masivo en la nación más poblada de África desde 2021, cuando más de 150 estudiantes fueron raptados en un instituto del mismo estado. El portavoz militar, el general de división Edward Buba, dijo que 137 rehenes –76 mujeres y 61 hombres– fueron rescatados en las primeras horas de ayer."
La percepción de inseguridad se explica por omisiones del gobierno: Rubén Moreira,https://www.jornada.com.mx/2024/03/25/politica/006n1pol?partner=rss,"Mon, 25 Mar 2024 09:29:10 GMT","La percepción de inseguridad se explica por las omisiones de la administración federal para atender la crisis de gobernabilidad en el país, sostuvo el Partido Revolucionario Institucional (PRI) en la Cámara de Diputados."
Viacrucis Migrante exige abrir paso a extranjeros sin documentación,https://www.jornada.com.mx/2024/03/25/politica/009n1pol?partner=rss,"Mon, 25 Mar 2024 09:29:10 GMT","Suchiate, Chis., El Centro de Dignificación Humana, AC, y la parroquia de San Andrés Apostol iniciaron ayer las actividades del Viacrucis Migrante 2024, durante el cual se exigirá al gobierno federal que permita a indocumentados avanzar hacia la frontera con Estados Unidos y se pretenderá sensibilizar a la población sobre el dolor humano que los extranjeros enfrentan durante su travesía."
"Mítikah afectó el tejido social y elevó el costo de la vida en el pueblo de Xoco, revela estudio",https://www.jornada.com.mx/2024/03/25/capital/027n2cap?partner=rss,"Mon, 25 Mar 2024 09:29:10 GMT","La proliferación de complejos habitacionales de lujo y centros comerciales, entre ellos Mítikah, ha encarecido el costo de la vida para los habitantes del pueblo de Xoco e impactado en el tejido social de la comunidad, de acuerdo con un peritaje antropológico realizado por especialistas de las universidades Nacional Autónoma de México y de la Ciudad de México."
Pajareros en romería,https://www.jornada.com.mx/2024/03/25/sociedad/030n1soc?partner=rss,"Mon, 25 Mar 2024 09:29:10 GMT",
"Suman 58 personas localizadas, tras ser privadas de la libertad en Sinaloa",https://www.jornada.com.mx/2024/03/25/estados/024n2est?partner=rss,"Mon, 25 Mar 2024 09:29:10 GMT","Mazatlán, Sin., El titular de la Secretaría de Seguridad Pública (SSP) en Sinaloa, Gerardo Mérida Sánchez, dio a conocer que ya suman 58 personas –de las 66 reportadas como desaparecidas– que fueron localizadas y se encuentran a salvo en sus hogares, tras ser secuestradas en Culiacán el fin de semana."
Campeche: miles exigen renuncia de la secretaria de Seguridad,https://www.jornada.com.mx/2024/03/25/estados/025n2est?partner=rss,"Mon, 25 Mar 2024 09:29:10 GMT","Campeche, Camp., Miles de personas salieron a las calles ayer para exigir la destitución de la titular de la Secretaría de Protección y Seguridad Ciudadana (SPSC), Marcela Muñoz Martínez, y respeto a los derechos de los policías que protestan desde hace nueve días en repudio a la funcionaria."
Ganan mexicanos plata  en clavados y gimnasia,https://www.jornada.com.mx/2024/03/25/deportes/a10n1dep?partner=rss,"Mon, 25 Mar 2024 09:29:10 GMT","Desde que comenzó 2024, Osmar Olvera no ha dejado de subir al podio. Ayer, el clavadista logró su quinta medalla del año al obtener la plata en la prueba de trampolín de tres metros en la Copa del Mundo que se llevó a cabo en Berlín, Alemania."
Fracasa boicot contra La Hora Nacional tras diálogo SG-CIRT,https://www.jornada.com.mx/2024/03/25/politica/003n1pol?partner=rss,"Mon, 25 Mar 2024 09:29:10 GMT",La Secretaría de Gobernación informó ayer que dialogó con la Cámara Nacional de la Industria de Radio y Televisión (CIRT) para que los alcances de las quejas en periodo electoral no evitaran la transmisión de La Hora Nacional en más de mil 700 estaciones de radio del país.
Ohtani hablará sobre las acusaciones hacia su intérprete,https://www.jornada.com.mx/2024/03/25/deportes/a11n4dep?partner=rss,"Mon, 25 Mar 2024 09:29:10 GMT","Los Ángeles., Shohei Ohtani, estrella de los Dodgers, platicará con la prensa hoy por primera vez desde que durante una gira en Corea del Sur emergieron las acusaciones de apuestas ilegales y robo que lo involucran a él y a su intérprete, Ippei Mizuhara, quien fue despedido la semana pasada. El mánager Dave Roberts apoyó que Ohtani abordara el asunto públicamente. “Me alegra que vaya a hablar acerca de lo que sabe y mostrar su perspectiva sobre toda la situación. Nos dará un poco de claridad a todos”, indicó."
Comando ataca a civiles en Tuxtla Gutiérrez; 3 fallecidos,https://www.jornada.com.mx/2024/03/25/estados/024n3est?partner=rss,"Mon, 25 Mar 2024 09:29:10 GMT","San Cristóbal de Las Casas, Chis., Sujetos armados a atacaron un grupo de personas en Tuxtla Gutiérrez, con saldo de tres muertos y un herido, informó la Fiscalía General del Estado (FGE)."
Logra Carlos Sainz un triunfo que “sabe a gloria” en el Gran Premio de Australia,https://www.jornada.com.mx/2024/03/25/deportes/a10n2dep?partner=rss,"Mon, 25 Mar 2024 09:29:10 GMT","Melbourne. El español Carlos Sainz (Ferrari), ganador del Gran Premio de Australia de Fórmula Uno, aseguró que confiaba en tener la capacidad de superar al tricampeón mundial y actual líder de la competencia, el neerlandés Max Verstappen (Red Bull), hoy en la tercera prueba de la temporada, e indicó que su triunfo demuestra que nunca hay que darse por vencido."
Espacio musical,https://www.jornada.com.mx/2024/03/25/capital/028n3cap?partner=rss,"Mon, 25 Mar 2024 09:29:10 GMT",
"Emiliano Osornio, dos orejas en su presentación",https://www.jornada.com.mx/2024/03/25/espectaculos/a30n1esp?partner=rss,"Mon, 25 Mar 2024 09:29:10 GMT","La falta de seguimiento de nuevos valores y de coordinación entre las empresas que pretenden promoverlos hace que la oferta de espectáculo novilleril sea pobre en cuanto a nombres con méritos, estilos que contrasten y personalida-des que interesen."
La colombiana Yo vi tres luces negras triunfa en encuentro de cine latino de Toulouse,https://www.jornada.com.mx/2024/03/25/espectaculos/a08n1esp?partner=rss,"Mon, 25 Mar 2024 09:29:10 GMT","Toulouse. La película colombiana Yo vi tres luces negras, de Santiago Lozano, ganó el premio Corazonada del 36 Festival Cinelatino de Toulouse, anunció el jurado mediante un comunicado."
"INE: Sheinbaum, la más atacada en radio y tv",https://www.jornada.com.mx/2024/03/25/politica/003n2pol?partner=rss,"Mon, 25 Mar 2024 09:29:10 GMT","Claudia Sheinbaum Pardo es la candidata a la Presidencia de la República que más valoraciones negativas ha recibido en noticiarios de radio y televisión en las dos primeras semanas de campaña, pero también tiene más menciones positivas."
Magú,https://www.jornada.com.mx/2024/03/25/index.php?section=cartones&id=0&partner=rss,"Mon, 25 Mar 2024 09:29:11 GMT",SEMANA SANTA
Rocha,https://www.jornada.com.mx/2024/03/25/index.php?section=cartones&id=1&partner=rss,"Mon, 25 Mar 2024 09:29:11 GMT",CUARESMA 2024
Hernández,https://www.jornada.com.mx/2024/03/25/index.php?section=cartones&id=2&partner=rss,"Mon, 25 Mar 2024 09:29:11 GMT",MUY SOLIDARIOS
Tiene Blanco hasta el 4 de abril para pedir licencia,https://www.reforma.com/tiene-blanco-hasta-el-4-de-abril-para-pedir-licencia/ar2779411,"Mon, 25 Mar 2024 14:12:41 -0600","El TEPJF dio hasta el 4 de abril al Gobernador de Morelos, Cuauhtémoc Blanco, para pedir licencia si quiere ser candidato a diputado."
Descarrila vagón de Tren Maya en Yucatán,https://www.reforma.com/descarrila-vagon-de-tren-maya-en-yucatan/ar2779393,"Mon, 25 Mar 2024 13:52:47 -0600","Un vagón del Tren Maya se salió del carril en estación Tixkokob, en Yucatán, lo cual ha provocado retrasos en la ruta; no reportan heridos."
Presenta Sheinbaum proyecto  en materia de salud,https://www.reforma.com/presenta-sheinbaum-proyecto-en-materia-de-salud/ar2779420,"Mon, 25 Mar 2024 14:40:30 -0600","Claudia Sheinbaum presentó su proyecto de salud denominado 'República Sana', que buscaría fortalecer instituciones públicas de este sector."
Está firme Jaime Lozano como DT del Tricolor,https://www.reforma.com/esta-firme-jaime-lozano-como-dt-del-tricolor/ar2779362,"Mon, 25 Mar 2024 13:09:46 -0600","Ivar Sisniega, presidente de FMF, negó que esté en riesgo el puesto de Jaime Lozano como DT de la Selección Mexicana tras derrota ante EU."
Tiene Schwarzenegger marcapasos tras cirugías de corazón,https://www.reforma.com/tiene-schwarzenegger-marcapasos-tras-cirugias-de-corazon/ar2779357,"Mon, 25 Mar 2024 12:58:10 -0600","Arnold Schwarzenegger reveló que le colocaron un marcapasos hace una semana, luego de tres cirugías a corazón abierto."
Celebra París 150 años del nacimiento del impresionismo,https://www.reforma.com/celebra-paris-150-anos-del-nacimiento-del-impresionismo/ar2779378,"Mon, 25 Mar 2024 13:51:59 -0600","Hace 150 años, un grupo de pintores 'rebeldes' decidió romper con el canon de la época, inaugurando así el impresionismo, que celebra París."
CEO de Boeing dimitirá  en plena crisis de seguridad,https://www.reforma.com/ceo-de-boeing-dimitira-en-plena-crisis-de-seguridad/ar2779230,"Mon, 25 Mar 2024 07:25:37 -0600","Dave Calhoun, CEO de Boeing, dejará su cargo a finales de año en medio de una crisis de seguridad que sufre el fabricante de aviones."
Firman CFE y Engie ampliación de gasoducto Mayakan,https://www.reforma.com/firman-cfe-y-engie-ampliacion-de-gasoducto-mayakan/ar2779425,"Mon, 25 Mar 2024 14:38:13 -0600",CFE y la empresa francesa Engie firmaron un acuerdo para realizar la ampliación del gasoducto Mayakan en la Península de Yucatán.
Plan ambiental de Pemex carece  de esquema de financiamiento,https://www.reforma.com/plan-ambiental-de-pemex-carece-de-esquema-de-financiamiento/ar2779352,"Mon, 25 Mar 2024 12:38:14 -0600",Director de finanzas de Pemex dijo que Plan de Sustentabilidad no posee algún esquema de financiamiento para acciones de descarbonización.
Exige Consejo de Seguridad de ONU cese al fuego en Gaza,https://www.reforma.com/exige-consejo-de-seguridad-de-onu-cese-al-fuego-en-gaza/ar2779277,"Mon, 25 Mar 2024 10:20:17 -0600",El Consejo de Seguridad de ONU aprobó por primera vez en cinco meses de guerra una resolución que pide el cese al fuego inmediato en Gaza.
